pain_01,25,1
pain_02,25,1
pain_03,20,1
pain_04,20,1
pain_05,9,1
pain_06,9,1
pain_07,9,1
pain_08,12,1
pain_09,12,1
pain_10,12,1
pain_11,12,0
pain_12,13,0
pain_13,32,0
pain_14,24,0
pain_15,14,0
pain_16,14,0
pain_17,12,0
pain_18,12,0
pain_19,16,0
pain_20,16,0
pain_21,16,0
